epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.31971827149391174,1.4371610879898071,0.001,0.36183300614356995,1.367735743522644
1,0.3610473573207855,1.3429110050201416,0.001,0.3684453070163727,1.3142554759979248
2,0.3947050869464874,1.2889188528060913,0.001,0.4173915982246399,1.282295823097229
3,0.415836900472641,1.243282437324524,0.001,0.42076367139816284,1.2299402952194214
4,0.4630070924758911,1.1578000783920288,0.001,0.4513193368911743,1.1628912687301636
5,0.4859047830104828,1.1085258722305298,0.001,0.4798212945461273,1.1406993865966797
6,0.5108210444450378,1.0618627071380615,0.001,0.5228935480117798,1.0524648427963257
7,0.5301787257194519,1.0242424011230469,0.001,0.5217363238334656,1.03128182888031
8,0.5355126857757568,1.0100916624069214,0.001,0.5310341715812683,1.0256668329238892
9,0.5498024821281433,0.9836998581886292,0.001,0.5442802906036377,0.9893795847892761
10,0.5592167973518372,0.9658734798431396,0.001,0.5489638447761536,0.9842076301574707
11,0.5643965005874634,0.9516019821166992,0.001,0.5478935837745667,0.980776309967041
12,0.5736691951751709,0.9349325299263,0.001,0.5588828325271606,0.9717146158218384
13,0.5840663909912109,0.9153212308883667,0.001,0.5640517473220825,0.9472545385360718
14,0.5848471522331238,0.9113030433654785,0.001,0.5650839805603027,0.9576525092124939
15,0.5933886766433716,0.8968138694763184,0.001,0.5729658007621765,0.9431434273719788
16,0.6009277105331421,0.8828327059745789,0.001,0.5742793083190918,0.945524275302887
17,0.6047744154930115,0.8751460313796997,0.001,0.5825439691543579,0.9298047423362732
18,0.6081799268722534,0.8701396584510803,0.001,0.5676670074462891,0.9465973377227783
19,0.6160378456115723,0.8550329804420471,0.001,0.5732675790786743,0.9334311485290527
20,0.6199755668640137,0.8469657301902771,0.001,0.5859453082084656,0.929469883441925
21,0.6325844526290894,0.8234124779701233,0.001,0.5782568454742432,0.9266567230224609
22,0.6329057812690735,0.8244381546974182,0.001,0.5798125267028809,0.9280327558517456
23,0.6420759558677673,0.8056159019470215,0.001,0.5762734413146973,0.932438850402832
24,0.6462641358375549,0.7976383566856384,0.001,0.580251932144165,0.9718477725982666
25,0.6670981645584106,0.761363685131073,0.0005,0.5988047122955322,0.9096177220344543
26,0.6753034591674805,0.743797242641449,0.0005,0.5952783226966858,0.9106090664863586
27,0.6803608536720276,0.7347674369812012,0.0005,0.6006191372871399,0.9224246740341187
28,0.6829189658164978,0.727966845035553,0.0005,0.5951836109161377,0.9152544736862183
29,0.6938129663467407,0.7089740633964539,0.00025,0.6070322394371033,0.9058656692504883
30,0.698315441608429,0.6993117928504944,0.00025,0.6081836223602295,0.911349356174469
31,0.7033366560935974,0.6910532712936401,0.00025,0.6090429425239563,0.9141501784324646
32,0.7063966989517212,0.6847381591796875,0.00025,0.608468770980835,0.9073107242584229
33,0.7120349407196045,0.6737085580825806,0.000125,0.6060234308242798,0.9118881821632385
34,0.7145788669586182,0.6694228649139404,0.000125,0.6137080192565918,0.9101644158363342
35,0.7176511287689209,0.6635281443595886,0.000125,0.6134247779846191,0.9095760583877563
36,0.721508800983429,0.6568390727043152,6.25e-05,0.6152793169021606,0.9070272445678711
37,0.7218347191810608,0.6556583642959595,6.25e-05,0.6147470474243164,0.9184160828590393
38,0.721850574016571,0.6547650694847107,6.25e-05,0.6158779263496399,0.9074076414108276
39,0.7250776290893555,0.6497421264648438,3.125e-05,0.6173603534698486,0.9087187647819519
40,0.7257834672927856,0.6484514474868774,3.125e-05,0.6179277300834656,0.9083881378173828
41,0.7265126705169678,0.6470193862915039,3.125e-05,0.6184863448143005,0.9087952971458435
42,0.7272094488143921,0.6454795002937317,1.5625e-05,0.618454098701477,0.9076729416847229
43,0.7275888919830322,0.6448280215263367,1.5625e-05,0.6183183789253235,0.9108610153198242
44,0.7280612587928772,0.6442796587944031,1.5625e-05,0.6188662052154541,0.9076919555664062
